assignment_id,order_id,box_id,rfid_tag,box_type,box_capacity,sequence_number,subsequence,lifecycle_phase,sla_status,assigned_at,dispatched_at,delivered_at,picked_up_at,returned_at,return_condition,turnaround_hours,dispatch_lag_minutes,dwell_hours,days_since_assigned,is_returned,assignment_date
BA-20250602-001-0001,ORD-20250602-001,BOX-00003,RFID-BOS-003,SMALL,2,1,0001,COMPLETED,ON_TIME,2025-06-02 13:11:35,2025-06-02 13:53:55,2025-06-02 14:23:35,2025-06-03 10:04:36,2025-06-03 13:04:36,GOOD,23.88,42,19.68,295,True,2025-06-02
BA-20250602-002-0001,ORD-20250602-002,BOX-00004,RFID-BOS-004,SMALL,2,2,0001,COMPLETED,ON_TIME,2025-06-02 14:41:54,2025-06-02 15:15:45,2025-06-02 15:40:54,2025-06-03 09:34:44,2025-06-03 11:34:44,GOOD,20.88,34,17.9,295,True,2025-06-02
BA-20250602-003-0001,ORD-20250602-003,BOX-00005,RFID-BOS-005,SMALL,2,3,0001,COMPLETED,LATE,2025-06-02 19:32:59,2025-06-02 20:00:11,2025-06-02 20:37:59,2025-06-04 08:22:04,2025-06-04 11:22:04,GOOD,39.82,28,35.75,295,True,2025-06-02
BA-20250602-004-0001,ORD-20250602-004,BOX-00006,RFID-BOS-006,SMALL,2,4,0001,COMPLETED,ON_TIME,2025-06-02 14:47:19,2025-06-02 15:01:58,2025-06-02 15:42:19,2025-06-03 07:12:34,2025-06-03 10:12:34,NEEDS_CLEANING,19.42,14,15.5,295,True,2025-06-02
BA-20250602-005-0001,ORD-20250602-005,BOX-00008,RFID-BOS-008,SMALL,2,5,0001,COMPLETED,ON_TIME,2025-06-02 15:18:39,2025-06-02 15:40:36,2025-06-02 16:06:39,2025-06-02 11:14:05,2025-06-02 13:14:05,GOOD,-2.08,22,-4.87,295,True,2025-06-02
BA-20250602-006-0001,ORD-20250602-006,BOX-00007,RFID-BOS-007,MEDIUM,4,6,0001,COMPLETED,LATE,2025-06-02 10:22:18,2025-06-02 10:53:11,2025-06-02 11:15:18,2025-06-03 08:18:08,2025-06-03 11:18:08,GOOD,24.93,31,21.05,295,True,2025-06-02
BA-20250602-007-0001,ORD-20250602-007,BOX-00010,RFID-BOS-010,SMALL,2,7,0001,COMPLETED,LATE,2025-06-02 13:05:18,2025-06-02 13:12:58,2025-06-02 13:41:18,2025-06-03 11:32:06,2025-06-03 13:32:06,GOOD,24.45,7,21.85,295,True,2025-06-02
BA-20250602-008-0001,ORD-20250602-008,BOX-00011,RFID-BOS-011,SMALL,2,8,0001,COMPLETED,ON_TIME,2025-06-02 13:01:29,2025-06-02 13:19:03,2025-06-02 13:41:29,2025-06-03 10:24:19,2025-06-03 11:24:19,DAMAGED,22.38,18,20.72,295,True,2025-06-02
BA-20250602-009-0001,ORD-20250602-009,BOX-00020,RFID-BOS-020,SMALL,2,9,0001,COMPLETED,ON_TIME,2025-06-02 16:53:03,2025-06-02 17:07:02,2025-06-02 17:41:03,2025-06-02 10:38:48,2025-06-02 12:38:48,GOOD,-4.24,14,-7.05,295,True,2025-06-02
BA-20250602-010-0001,ORD-20250602-010,BOX-00013,RFID-BOS-013,MEDIUM,4,10,0001,AWAITING_RETURN,OUTSTANDING,2025-06-02 18:07:33,2025-06-02 18:26:08,2025-06-02 18:55:33,,,,,19,,295,False,2025-06-02
BA-20250602-011-0001,ORD-20250602-011,BOX-00022,RFID-BOS-022,SMALL,2,11,0001,COMPLETED,ON_TIME,2025-06-02 10:10:51,2025-06-02 10:13:15,2025-06-02 10:41:51,2025-06-03 08:16:54,2025-06-03 09:16:54,GOOD,23.1,3,21.58,295,True,2025-06-02
BA-20250602-012-0001,ORD-20250602-012,BOX-00023,RFID-BOS-023,SMALL,2,12,0001,COMPLETED,ON_TIME,2025-06-02 18:47:20,2025-06-02 19:21:00,2025-06-02 19:56:20,2025-06-03 12:55:31,2025-06-03 13:55:31,GOOD,19.14,34,16.98,295,True,2025-06-02
BA-20250602-013-0001,ORD-20250602-013,BOX-00024,RFID-BOS-024,SMALL,2,13,0001,COMPLETED,ON_TIME,2025-06-02 17:26:16,2025-06-02 18:08:01,2025-06-02 18:41:16,2025-06-03 07:02:38,2025-06-03 08:02:38,GOOD,14.61,42,12.35,295,True,2025-06-02
BA-20250602-014-0001,ORD-20250602-014,BOX-00016,RFID-BOS-016,MEDIUM,4,14,0001,COMPLETED,ON_TIME,2025-06-02 13:06:23,2025-06-02 13:41:26,2025-06-02 14:39:23,2025-06-03 08:02:18,2025-06-03 11:02:18,GOOD,21.93,35,17.38,295,True,2025-06-02
BA-20250602-015-0001,ORD-20250602-015,BOX-00019,RFID-BOS-019,MEDIUM,4,15,0001,COMPLETED,ON_TIME,2025-06-02 18:53:05,2025-06-02 19:42:17,2025-06-02 20:13:05,2025-06-03 09:36:40,2025-06-03 12:36:40,GOOD,17.73,49,13.38,295,True,2025-06-02
BA-20250602-016-0001,ORD-20250602-016,BOX-00028,RFID-BOS-028,SMALL,2,16,0001,COMPLETED,ON_TIME,2025-06-02 17:18:15,2025-06-02 17:35:44,2025-06-02 18:03:15,2025-06-03 09:47:07,2025-06-03 12:47:07,GOOD,19.48,17,15.73,295,True,2025-06-02
BA-20250602-017-0001,ORD-20250602-017,BOX-00029,RFID-BOS-029,SMALL,2,17,0001,COMPLETED,ON_TIME,2025-06-02 19:57:37,2025-06-02 20:33:20,2025-06-02 21:28:37,2025-06-03 08:05:26,2025-06-03 09:05:26,GOOD,13.13,36,10.62,295,True,2025-06-02
BA-20250602-018-0001,ORD-20250602-018,BOX-00031,RFID-BOS-031,SMALL,2,18,0001,COMPLETED,ON_TIME,2025-06-02 17:12:30,2025-06-02 17:34:25,2025-06-02 18:11:30,2025-06-02 12:10:04,2025-06-02 15:10:04,GOOD,-2.04,22,-6.02,295,True,2025-06-02
BA-20250602-019-0001,ORD-20250602-019,BOX-00025,RFID-BOS-025,MEDIUM,4,19,0001,COMPLETED,ON_TIME,2025-06-02 14:51:58,2025-06-02 15:19:53,2025-06-02 15:39:58,2025-06-03 11:30:44,2025-06-03 14:30:44,GOOD,23.65,28,19.85,295,True,2025-06-02
BA-20250602-020-0001,ORD-20250602-020,BOX-00026,RFID-BOS-026,MEDIUM,4,20,0001,COMPLETED,ON_TIME,2025-06-02 14:00:46,2025-06-02 14:11:15,2025-06-02 15:31:46,2025-06-03 08:21:03,2025-06-03 11:21:03,GOOD,21.34,11,16.83,295,True,2025-06-02
BA-20250602-021-0001,ORD-20250602-021,BOX-00033,RFID-BOS-033,SMALL,2,21,0001,COMPLETED,ON_TIME,2025-06-02 18:03:56,2025-06-02 18:32:48,2025-06-02 18:52:56,2025-06-03 06:06:22,2025-06-03 08:06:22,GOOD,14.04,29,11.23,295,True,2025-06-02
BA-20250602-022-0001,ORD-20250602-022,BOX-00034,RFID-BOS-034,SMALL,2,22,0001,COMPLETED,LATE,2025-06-02 19:24:34,2025-06-02 19:54:20,2025-06-02 20:38:34,2025-06-05 10:13:18,2025-06-05 12:13:18,GOOD,64.81,30,61.58,295,True,2025-06-02
BA-20250602-023-0001,ORD-20250602-023,BOX-00035,RFID-BOS-035,SMALL,2,23,0001,COMPLETED,ON_TIME,2025-06-02 12:22:47,2025-06-02 12:59:51,2025-06-02 13:46:47,2025-06-03 08:29:40,2025-06-03 09:29:40,GOOD,21.11,37,18.72,295,True,2025-06-02
BA-20250602-024-0001,ORD-20250602-024,BOX-00027,RFID-BOS-027,MEDIUM,4,24,0001,COMPLETED,LATE,2025-06-02 08:50:40,2025-06-02 09:19:31,2025-06-02 09:35:40,2025-06-04 13:16:30,2025-06-04 14:16:30,GOOD,53.43,29,51.68,295,True,2025-06-02
BA-20250602-025-0001,ORD-20250602-025,BOX-00037,RFID-BOS-037,SMALL,2,25,0001,COMPLETED,ON_TIME,2025-06-02 17:09:24,2025-06-02 17:28:25,2025-06-02 18:01:24,2025-06-03 12:11:56,2025-06-03 14:11:56,GOOD,21.04,19,18.17,295,True,2025-06-02
BA-20250602-026-0001,ORD-20250602-026,BOX-00039,RFID-BOS-039,SMALL,2,26,0001,COMPLETED,OVERDUE,2025-06-02 12:45:20,2025-06-02 13:20:19,2025-06-02 13:50:20,2025-06-06 06:22:44,2025-06-06 08:22:44,GOOD,91.62,35,88.53,295,True,2025-06-02
BA-20250602-027-0001,ORD-20250602-027,BOX-00042,RFID-BOS-042,SMALL,2,27,0001,COMPLETED,ON_TIME,2025-06-02 17:36:43,2025-06-02 18:00:37,2025-06-02 18:34:43,2025-06-03 10:58:03,2025-06-03 11:58:03,GOOD,18.36,24,16.4,295,True,2025-06-02
BA-20250602-028-0001,ORD-20250602-028,BOX-00030,RFID-BOS-030,MEDIUM,4,28,0001,COMPLETED,ON_TIME,2025-06-02 19:03:24,2025-06-02 19:46:09,2025-06-02 20:11:24,2025-06-03 09:35:04,2025-06-03 10:35:04,GOOD,15.53,43,13.4,295,True,2025-06-02
BA-20250602-029-0001,ORD-20250602-029,BOX-00044,RFID-BOS-044,SMALL,2,29,0001,IN_TRANSIT,OUTSTANDING,2025-06-02 13:52:46,2025-06-02 14:35:48,,,,,,43,,295,False,2025-06-02
BA-20250602-030-0001,ORD-20250602-030,BOX-00045,RFID-BOS-045,SMALL,2,30,0001,COMPLETED,ON_TIME,2025-06-02 17:55:15,2025-06-02 18:23:55,2025-06-02 18:41:15,2025-06-03 06:25:08,2025-06-03 08:25:08,GOOD,14.5,28,11.73,295,True,2025-06-02
BA-20250602-031-0001,ORD-20250602-031,BOX-00049,RFID-BOS-049,SMALL,2,31,0001,COMPLETED,ON_TIME,2025-06-02 10:59:50,2025-06-02 11:14:29,2025-06-02 12:11:50,2025-06-03 08:27:32,2025-06-03 10:27:32,GOOD,23.46,15,20.27,295,True,2025-06-02
BA-20250602-032-0001,ORD-20250602-032,BOX-00053,RFID-BOS-053,SMALL,2,32,0001,COMPLETED,LATE,2025-06-02 14:36:30,2025-06-02 15:17:01,2025-06-02 16:02:30,2025-06-03 12:31:46,2025-06-03 15:31:46,DAMAGED,24.92,41,20.48,295,True,2025-06-02
BA-20250602-033-0001,ORD-20250602-033,BOX-00055,RFID-BOS-055,SMALL,2,33,0001,COMPLETED,OVERDUE,2025-06-02 12:39:51,2025-06-02 12:42:17,2025-06-02 13:32:51,2025-06-05 13:37:15,2025-06-05 16:37:15,GOOD,75.96,3,72.08,295,True,2025-06-02
BA-20250602-034-0001,ORD-20250602-034,BOX-00058,RFID-BOS-058,SMALL,2,34,0001,COMPLETED,LATE,2025-06-02 10:48:44,2025-06-02 11:10:18,2025-06-02 11:51:44,2025-06-03 11:48:35,2025-06-03 13:48:35,GOOD,27.0,22,23.95,295,True,2025-06-02
BA-20250602-035-0001,ORD-20250602-035,BOX-00061,RFID-BOS-061,SMALL,2,35,0001,COMPLETED,ON_TIME,2025-06-02 17:34:12,2025-06-02 18:09:05,2025-06-02 18:35:12,2025-06-03 12:10:40,2025-06-03 13:10:40,GOOD,19.61,35,17.58,295,True,2025-06-02
BA-20250602-036-0001,ORD-20250602-036,BOX-00062,RFID-BOS-062,SMALL,2,36,0001,COMPLETED,ON_TIME,2025-06-02 13:42:51,2025-06-02 14:15:08,2025-06-02 14:43:51,2025-06-03 09:29:13,2025-06-03 12:29:13,GOOD,22.77,33,18.77,295,True,2025-06-02
BA-20250602-037-0001,ORD-20250602-037,BOX-00063,RFID-BOS-063,SMALL,2,37,0001,COMPLETED,ON_TIME,2025-06-02 18:54:29,2025-06-02 19:08:45,2025-06-02 19:32:29,2025-06-03 13:22:40,2025-06-03 15:22:40,NEEDS_CLEANING,20.47,14,17.83,295,True,2025-06-02
BA-20250602-038-0001,ORD-20250602-038,BOX-00032,RFID-BOS-032,MEDIUM,4,38,0001,COMPLETED,LATE,2025-06-02 09:39:16,2025-06-02 09:45:31,2025-06-02 10:18:16,2025-06-03 10:24:21,2025-06-03 13:24:21,GOOD,27.75,6,24.1,295,True,2025-06-02
BA-20250602-039-0001,ORD-20250602-039,BOX-00064,RFID-BOS-064,SMALL,2,39,0001,COMPLETED,ON_TIME,2025-06-02 11:28:51,2025-06-02 11:35:42,2025-06-02 12:03:51,2025-06-02 09:04:57,2025-06-02 11:04:57,GOOD,-0.4,7,-2.98,295,True,2025-06-02
BA-20250602-040-0001,ORD-20250602-040,BOX-00065,RFID-BOS-065,SMALL,2,40,0001,COMPLETED,LATE,2025-06-02 09:54:53,2025-06-02 10:40:39,2025-06-02 11:04:53,2025-06-03 08:09:53,2025-06-03 10:09:53,GOOD,24.25,46,21.08,295,True,2025-06-02
BA-20250602-041-0001,ORD-20250602-041,BOX-00067,RFID-BOS-067,SMALL,2,41,0001,COMPLETED,ON_TIME,2025-06-02 17:33:24,2025-06-02 17:47:49,2025-06-02 18:11:24,2025-06-03 11:33:12,2025-06-03 13:33:12,GOOD,20.0,14,17.37,295,True,2025-06-02
BA-20250602-042-0001,ORD-20250602-042,BOX-00068,RFID-BOS-068,SMALL,2,42,0001,COMPLETED,LATE,2025-06-02 08:46:52,2025-06-02 09:35:09,2025-06-02 10:12:52,2025-06-03 08:31:11,2025-06-03 11:31:11,GOOD,26.74,49,22.32,295,True,2025-06-02
BA-20250602-043-0001,ORD-20250602-043,BOX-00070,RFID-BOS-070,SMALL,2,43,0001,COMPLETED,ON_TIME,2025-06-02 15:16:20,2025-06-02 16:00:44,2025-06-02 16:30:20,2025-06-03 07:47:01,2025-06-03 09:47:01,GOOD,18.51,44,15.28,295,True,2025-06-02
BA-20250602-044-0001,ORD-20250602-044,BOX-00075,RFID-BOS-075,SMALL,2,44,0001,COMPLETED,ON_TIME,2025-06-02 10:18:48,2025-06-02 10:27:10,2025-06-02 10:51:48,2025-06-03 08:17:38,2025-06-03 10:17:38,GOOD,23.98,9,21.43,295,True,2025-06-02
BA-20250602-045-0001,ORD-20250602-045,BOX-00003,RFID-BOS-003,SMALL,2,45,0001,COMPLETED,ON_TIME,2025-06-02 17:12:05,2025-06-02 17:45:02,2025-06-02 18:07:05,2025-06-02 09:46:05,2025-06-02 12:46:05,GOOD,-4.43,33,-8.35,295,True,2025-06-02
BA-20250602-046-0001,ORD-20250602-046,BOX-00004,RFID-BOS-004,SMALL,2,46,0001,COMPLETED,ON_TIME,2025-06-02 21:09:12,2025-06-02 21:34:48,2025-06-02 22:15:12,2025-06-03 08:08:36,2025-06-03 09:08:36,GOOD,11.99,25,9.88,295,True,2025-06-02
BA-20250602-047-0001,ORD-20250602-047,BOX-00005,RFID-BOS-005,SMALL,2,47,0001,COMPLETED,ON_TIME,2025-06-02 17:04:10,2025-06-02 17:53:29,2025-06-02 18:14:10,2025-06-03 06:13:44,2025-06-03 09:13:44,GOOD,16.16,49,11.98,295,True,2025-06-02
BA-20250602-048-0001,ORD-20250602-048,BOX-00006,RFID-BOS-006,SMALL,2,48,0001,COMPLETED,ON_TIME,2025-06-02 14:15:59,2025-06-02 14:49:59,2025-06-02 15:21:59,2025-06-02 09:37:20,2025-06-02 12:37:20,GOOD,-1.64,34,-5.73,295,True,2025-06-02
BA-20250602-049-0001,ORD-20250602-049,BOX-00038,RFID-BOS-038,MEDIUM,4,49,0001,COMPLETED,LATE,2025-06-02 19:43:10,2025-06-02 20:07:06,2025-06-02 20:54:10,2025-06-05 16:37:36,2025-06-05 18:37:36,GOOD,70.91,24,67.72,295,True,2025-06-02
BA-20250602-050-0001,ORD-20250602-050,BOX-00008,RFID-BOS-008,SMALL,2,50,0001,COMPLETED,OVERDUE,2025-06-02 20:40:48,2025-06-02 20:48:22,2025-06-02 21:30:48,2025-06-09 08:37:01,2025-06-09 10:37:01,GOOD,157.94,8,155.12,295,True,2025-06-02
BA-20250602-051-0001,ORD-20250602-051,BOX-00010,RFID-BOS-010,SMALL,2,51,0001,COMPLETED,ON_TIME,2025-06-02 17:15:22,2025-06-02 17:34:46,2025-06-02 17:59:22,2025-06-02 08:56:11,2025-06-02 09:56:11,GOOD,-7.32,19,-9.05,295,True,2025-06-02
BA-20250602-052-0001,ORD-20250602-052,BOX-00011,RFID-BOS-011,SMALL,2,52,0001,COMPLETED,OVERDUE,2025-06-02 10:52:42,2025-06-02 11:28:19,2025-06-02 12:08:42,2025-06-05 13:08:20,2025-06-05 15:08:20,NEEDS_CLEANING,76.26,36,73.0,295,True,2025-06-02
BA-20250602-053-0001,ORD-20250602-053,BOX-00020,RFID-BOS-020,SMALL,2,53,0001,COMPLETED,LATE,2025-06-02 08:11:38,2025-06-02 08:51:21,2025-06-02 09:24:38,2025-06-03 12:00:39,2025-06-03 13:00:39,GOOD,28.82,40,26.6,295,True,2025-06-02
BA-20250602-054-0001,ORD-20250602-054,BOX-00022,RFID-BOS-022,SMALL,2,54,0001,COMPLETED,LATE,2025-06-02 18:25:16,2025-06-02 18:38:22,2025-06-02 19:09:16,2025-06-05 11:51:05,2025-06-05 12:51:05,GOOD,66.43,13,64.7,295,True,2025-06-02
BA-20250602-055-0001,ORD-20250602-055,BOX-00023,RFID-BOS-023,SMALL,2,55,0001,COMPLETED,ON_TIME,2025-06-02 16:05:25,2025-06-02 16:36:58,2025-06-02 17:00:25,2025-06-03 08:07:38,2025-06-03 10:07:38,GOOD,18.04,31,15.12,295,True,2025-06-02
BA-20250602-056-0001,ORD-20250602-056,BOX-00040,RFID-BOS-040,MEDIUM,4,56,0001,COMPLETED,ON_TIME,2025-06-02 15:03:46,2025-06-02 15:22:51,2025-06-02 16:12:46,2025-06-02 07:31:29,2025-06-02 10:31:29,GOOD,-4.54,19,-8.68,295,True,2025-06-02
BA-20250602-057-0001,ORD-20250602-057,BOX-00024,RFID-BOS-024,SMALL,2,57,0001,COMPLETED,ON_TIME,2025-06-02 07:18:22,2025-06-02 07:54:44,2025-06-02 08:34:22,2025-06-02 08:06:08,2025-06-02 10:06:08,GOOD,2.8,36,-0.47,295,True,2025-06-02
BA-20250602-058-0001,ORD-20250602-058,BOX-00043,RFID-BOS-043,MEDIUM,4,58,0001,COMPLETED,LATE,2025-06-02 11:31:09,2025-06-02 11:55:21,2025-06-02 12:40:09,2025-06-03 08:46:05,2025-06-03 11:46:05,NEEDS_CLEANING,24.25,24,20.1,295,True,2025-06-02
BA-20250602-059-0001,ORD-20250602-059,BOX-00028,RFID-BOS-028,SMALL,2,59,0001,COMPLETED,ON_TIME,2025-06-02 16:31:23,2025-06-02 16:49:18,2025-06-02 17:40:23,2025-06-03 08:44:49,2025-06-03 11:44:49,GOOD,19.22,18,15.07,295,True,2025-06-02
BA-20250602-060-0001,ORD-20250602-060,BOX-00029,RFID-BOS-029,SMALL,2,60,0001,COMPLETED,LATE,2025-06-02 09:34:01,2025-06-02 09:52:34,2025-06-02 10:30:01,2025-06-03 08:52:29,2025-06-03 11:52:29,GOOD,26.31,18,22.37,295,True,2025-06-02
BA-20250602-061-0001,ORD-20250602-061,BOX-00031,RFID-BOS-031,SMALL,2,61,0001,COMPLETED,ON_TIME,2025-06-02 14:03:31,2025-06-02 14:35:20,2025-06-02 15:26:31,2025-06-03 06:02:42,2025-06-03 07:02:42,GOOD,16.99,32,14.6,295,True,2025-06-02
BA-20250602-062-0001,ORD-20250602-062,BOX-00033,RFID-BOS-033,SMALL,2,62,0001,COMPLETED,ON_TIME,2025-06-02 16:07:22,2025-06-02 16:22:24,2025-06-02 16:49:22,2025-06-03 08:18:35,2025-06-03 09:18:35,GOOD,17.19,15,15.48,295,True,2025-06-02
BA-20250602-063-0001,ORD-20250602-063,BOX-00034,RFID-BOS-034,SMALL,2,63,0001,COMPLETED,LATE,2025-06-02 11:17:10,2025-06-02 11:42:37,2025-06-02 12:10:10,2025-06-03 10:38:17,2025-06-03 13:38:17,GOOD,26.35,25,22.47,295,True,2025-06-02
BA-20250602-064-0001,ORD-20250602-064,BOX-00035,RFID-BOS-035,SMALL,2,64,0001,COMPLETED,ON_TIME,2025-06-02 18:42:52,2025-06-02 18:54:43,2025-06-02 19:28:52,2025-06-03 11:34:53,2025-06-03 14:34:53,GOOD,19.87,12,16.1,295,True,2025-06-02
BA-20250602-065-0001,ORD-20250602-065,BOX-00037,RFID-BOS-037,SMALL,2,65,0001,COMPLETED,ON_TIME,2025-06-02 19:37:39,2025-06-02 19:57:06,2025-06-02 20:20:39,2025-06-02 08:23:01,2025-06-02 11:23:01,GOOD,-8.24,20,-11.95,295,True,2025-06-02
BA-20250602-066-0001,ORD-20250602-066,BOX-00039,RFID-BOS-039,SMALL,2,66,0001,COMPLETED,LATE,2025-06-02 10:55:28,2025-06-02 11:34:32,2025-06-02 12:04:28,2025-06-03 12:51:38,2025-06-03 13:51:38,GOOD,26.94,39,24.78,295,True,2025-06-02
BA-20250602-067-0001,ORD-20250602-067,BOX-00042,RFID-BOS-042,SMALL,2,67,0001,COMPLETED,ON_TIME,2025-06-02 17:44:45,2025-06-02 18:18:52,2025-06-02 18:37:45,2025-06-03 11:25:53,2025-06-03 12:25:53,GOOD,18.69,34,16.8,295,True,2025-06-02
BA-20250602-068-0001,ORD-20250602-068,BOX-00045,RFID-BOS-045,SMALL,2,68,0001,COMPLETED,ON_TIME,2025-06-02 14:05:37,2025-06-02 14:47:01,2025-06-02 15:00:37,2025-06-03 08:58:15,2025-06-03 10:58:15,GOOD,20.88,42,17.97,295,True,2025-06-02
BA-20250602-069-0001,ORD-20250602-069,BOX-00049,RFID-BOS-049,SMALL,2,69,0001,COMPLETED,LATE,2025-06-02 11:16:48,2025-06-02 11:37:16,2025-06-02 12:02:48,2025-06-05 08:45:18,2025-06-05 09:45:18,NEEDS_CLEANING,70.47,21,68.72,295,True,2025-06-02
BA-20250602-070-0001,ORD-20250602-070,BOX-00053,RFID-BOS-053,SMALL,2,70,0001,COMPLETED,ON_TIME,2025-06-02 18:12:24,2025-06-02 18:44:51,2025-06-02 19:17:24,2025-06-03 12:09:37,2025-06-03 15:09:37,GOOD,20.95,32,16.87,295,True,2025-06-02
BA-20250602-071-0001,ORD-20250602-071,BOX-00052,RFID-BOS-052,MEDIUM,4,71,0001,COMPLETED,ON_TIME,2025-06-02 20:07:10,2025-06-02 20:26:58,2025-06-02 21:03:10,2025-06-02 09:04:21,2025-06-02 10:04:21,GOOD,-10.05,19,-11.98,295,True,2025-06-02
BA-20250602-072-0001,ORD-20250602-072,BOX-00055,RFID-BOS-055,SMALL,2,72,0001,COMPLETED,ON_TIME,2025-06-02 19:16:50,2025-06-02 19:49:36,2025-06-02 20:10:50,2025-06-03 10:25:40,2025-06-03 13:25:40,DAMAGED,18.15,33,14.25,295,True,2025-06-02
BA-20250602-073-0001,ORD-20250602-073,BOX-00054,RFID-BOS-054,MEDIUM,4,73,0001,COMPLETED,ON_TIME,2025-06-02 18:14:59,2025-06-02 18:43:30,2025-06-02 19:07:59,2025-06-03 14:02:38,2025-06-03 15:02:38,GOOD,20.79,29,18.92,295,True,2025-06-02
BA-20250602-074-0001,ORD-20250602-074,BOX-00058,RFID-BOS-058,SMALL,2,74,0001,COMPLETED,LATE,2025-06-02 13:45:56,2025-06-02 14:15:21,2025-06-02 14:37:56,2025-06-03 12:28:05,2025-06-03 15:28:05,GOOD,25.7,30,21.85,295,True,2025-06-02
BA-20250602-075-0001,ORD-20250602-075,BOX-00061,RFID-BOS-061,SMALL,2,75,0001,COMPLETED,ON_TIME,2025-06-02 10:00:11,2025-06-02 10:27:33,2025-06-02 11:00:11,2025-06-03 06:55:34,2025-06-03 09:55:34,GOOD,23.92,27,19.92,295,True,2025-06-02
BA-20250602-076-0001,ORD-20250602-076,BOX-00062,RFID-BOS-062,SMALL,2,76,0001,COMPLETED,LATE,2025-06-02 07:46:43,2025-06-02 08:01:26,2025-06-02 08:55:43,2025-06-03 13:34:52,2025-06-03 14:34:52,GOOD,30.8,15,28.65,295,True,2025-06-02
BA-20250602-077-0001,ORD-20250602-077,BOX-00063,RFID-BOS-063,SMALL,2,77,0001,COMPLETED,LATE,2025-06-02 11:32:12,2025-06-02 12:06:30,2025-06-02 12:38:12,2025-06-03 11:20:33,2025-06-03 13:20:33,GOOD,25.81,34,22.7,295,True,2025-06-02
BA-20250602-078-0001,ORD-20250602-078,BOX-00064,RFID-BOS-064,SMALL,2,78,0001,COMPLETED,ON_TIME,2025-06-02 15:51:19,2025-06-02 16:16:19,2025-06-02 16:52:19,2025-06-03 11:25:03,2025-06-03 12:25:03,GOOD,20.56,25,18.55,295,True,2025-06-02
BA-20250602-079-0001,ORD-20250602-079,BOX-00065,RFID-BOS-065,SMALL,2,79,0001,COMPLETED,ON_TIME,2025-06-02 17:28:51,2025-06-02 18:02:26,2025-06-02 19:00:51,2025-06-02 09:15:10,2025-06-02 12:15:10,GOOD,-5.23,34,-9.75,295,True,2025-06-02
BA-20250602-080-0001,ORD-20250602-080,BOX-00067,RFID-BOS-067,SMALL,2,80,0001,COMPLETED,ON_TIME,2025-06-02 17:37:03,2025-06-02 17:56:11,2025-06-02 18:31:03,2025-06-03 10:59:18,2025-06-03 13:59:18,GOOD,20.37,19,16.47,295,True,2025-06-02
BA-20250602-081-0001,ORD-20250602-081,BOX-00068,RFID-BOS-068,SMALL,2,81,0001,COMPLETED,ON_TIME,2025-06-02 12:52:48,2025-06-02 13:23:16,2025-06-02 13:52:48,2025-06-02 08:49:49,2025-06-02 11:49:49,NEEDS_CLEANING,-1.05,31,-5.05,295,True,2025-06-02
BA-20250602-082-0001,ORD-20250602-082,BOX-00070,RFID-BOS-070,SMALL,2,82,0001,COMPLETED,ON_TIME,2025-06-02 12:30:43,2025-06-02 12:50:45,2025-06-02 13:18:43,2025-06-02 10:41:26,2025-06-02 12:41:26,GOOD,0.18,20,-2.62,295,True,2025-06-02
BA-20250602-083-0001,ORD-20250602-083,BOX-00075,RFID-BOS-075,SMALL,2,83,0001,COMPLETED,LATE,2025-06-02 16:48:49,2025-06-02 17:24:37,2025-06-02 17:59:49,2025-06-05 12:39:41,2025-06-05 15:39:41,GOOD,70.85,36,66.67,295,True,2025-06-02
BA-20250602-084-0001,ORD-20250602-084,BOX-00003,RFID-BOS-003,SMALL,2,84,0001,COMPLETED,ON_TIME,2025-06-02 15:07:47,2025-06-02 15:43:24,2025-06-02 16:05:47,2025-06-02 08:53:24,2025-06-02 10:53:24,GOOD,-4.24,36,-7.2,295,True,2025-06-02
BA-20250602-085-0001,ORD-20250602-085,BOX-00056,RFID-BOS-056,MEDIUM,4,85,0001,COMPLETED,ON_TIME,2025-06-02 12:33:01,2025-06-02 12:56:40,2025-06-02 13:36:01,2025-06-02 08:22:04,2025-06-02 09:22:04,NEEDS_CLEANING,-3.18,23,-5.23,295,True,2025-06-02
BA-20250602-086-0001,ORD-20250602-086,BOX-00057,RFID-BOS-057,MEDIUM,4,86,0001,COMPLETED,ON_TIME,2025-06-02 13:44:55,2025-06-02 14:11:46,2025-06-02 15:08:55,2025-06-03 10:49:24,2025-06-03 11:49:24,GOOD,22.07,27,19.68,295,True,2025-06-02
BA-20250602-087-0001,ORD-20250602-087,BOX-00004,RFID-BOS-004,SMALL,2,87,0001,COMPLETED,ON_TIME,2025-06-02 22:42:12,2025-06-02 22:59:13,2025-06-02 23:19:12,2025-06-03 07:07:29,2025-06-03 09:07:29,GOOD,10.42,17,7.8,295,True,2025-06-02
BA-20250602-088-0001,ORD-20250602-088,BOX-00005,RFID-BOS-005,SMALL,2,88,0001,COMPLETED,ON_TIME,2025-06-02 22:06:41,2025-06-02 22:18:03,2025-06-02 23:08:41,2025-06-03 09:08:33,2025-06-03 11:08:33,GOOD,13.03,12,10.0,295,True,2025-06-02
