maintenance_id,box_id,rfid_tag,box_type,maintenance_type,start_date,end_date,maintenance_date,year_month,notes,cost,downtime_hours,cumulative_cost_per_box,maintenance_sequence,box_total_assignments,cost_per_assignment
MAINT-00511,BOX-00071,RFID-BOS-071,MEDIUM,CLEANING,2025-06-20 14:38:32,2025-06-20 16:38:32,2025-06-20,2025-06,Post-return cleaning after 35 uses,2.5,2.0,80.68,8,38,0.0658
MAINT-00514,BOX-00078,RFID-BOS-078,MEDIUM,INSPECTION,2025-06-20 14:43:31,2025-06-20 18:43:31,2025-06-20,2025-06,Post-return inspection after 30 uses,10.0,4.0,27.5,5,65,0.1538
MAINT-00519,BOX-00072,RFID-BOS-072,MEDIUM,REPAIR,2025-06-20 15:23:28,2025-06-21 15:23:28,2025-06-20,2025-06,Post-return repair after 39 uses,32.57,24.0,252.46,13,50,0.6514
MAINT-00485,BOX-00040,RFID-BOS-040,MEDIUM,REPAIR,2025-06-20 15:41:24,2025-06-21 15:41:24,2025-06-20,2025-06,Post-return repair after 32 uses,43.08,24.0,113.56,8,39,1.1046
MAINT-00541,BOX-00078,RFID-BOS-078,MEDIUM,INSPECTION,2025-06-20 15:43:14,2025-06-20 19:43:14,2025-06-20,2025-06,Post-return inspection after 45 uses,10.0,4.0,37.5,6,65,0.1538
MAINT-00507,BOX-00073,RFID-BOS-073,MEDIUM,INSPECTION,2025-06-20 15:46:39,2025-06-20 19:46:39,2025-06-20,2025-06,Post-return inspection after 30 uses,10.0,4.0,62.44,7,83,0.1205
MAINT-00542,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-21 09:14:58,2025-06-21 11:14:58,2025-06-21,2025-06,Post-return cleaning after 55 uses,2.5,2.0,135.48,11,116,0.0216
MAINT-00567,BOX-00077,RFID-BOS-077,MEDIUM,INSPECTION,2025-06-21 09:36:50,2025-06-21 13:36:50,2025-06-21,2025-06,Post-return inspection after 75 uses,10.0,4.0,67.53,9,87,0.1149
MAINT-00560,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-21 09:37:21,2025-06-21 11:37:21,2025-06-21,2025-06,Post-return cleaning after 65 uses,2.5,2.0,70.03,10,87,0.0287
MAINT-00523,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-21 09:45:11,2025-06-21 11:45:11,2025-06-21,2025-06,Post-return cleaning after 40 uses,2.5,2.0,64.94,8,83,0.0301
MAINT-00539,BOX-00077,RFID-BOS-077,MEDIUM,REPAIR,2025-06-21 09:58:57,2025-06-22 09:58:57,2025-06-21,2025-06,Post-return repair after 47 uses,38.01,24.0,108.04,11,87,0.4369
MAINT-00544,BOX-00077,RFID-BOS-077,MEDIUM,REPAIR,2025-06-21 10:30:32,2025-06-22 10:30:32,2025-06-21,2025-06,Post-return repair after 52 uses,38.72,24.0,146.76,12,87,0.4451
MAINT-00553,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-21 10:36:09,2025-06-22 10:36:09,2025-06-21,2025-06,Post-return repair after 67 uses,46.88,24.0,182.36,12,116,0.4041
MAINT-00557,BOX-00078,RFID-BOS-078,MEDIUM,INSPECTION,2025-06-21 10:42:25,2025-06-21 14:42:25,2025-06-21,2025-06,Post-return inspection after 60 uses,10.0,4.0,47.5,7,65,0.1538
MAINT-00525,BOX-00078,RFID-BOS-078,MEDIUM,REPAIR,2025-06-21 10:58:36,2025-06-22 10:58:36,2025-06-21,2025-06,Post-return repair after 35 uses,8.95,24.0,56.45,8,65,0.1377
MAINT-00549,BOX-00073,RFID-BOS-073,MEDIUM,INSPECTION,2025-06-21 11:06:53,2025-06-21 15:06:53,2025-06-21,2025-06,Post-return inspection after 60 uses,10.0,4.0,74.94,9,83,0.1205
MAINT-00545,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-21 11:12:31,2025-06-21 13:12:31,2025-06-21,2025-06,Post-return cleaning after 55 uses,2.5,2.0,77.44,10,83,0.0301
MAINT-00524,BOX-00077,RFID-BOS-077,MEDIUM,REPAIR,2025-06-21 11:36:56,2025-06-22 11:36:56,2025-06-21,2025-06,Post-return repair after 38 uses,49.89,24.0,196.65,13,87,0.5734
MAINT-00552,BOX-00077,RFID-BOS-077,MEDIUM,INSPECTION,2025-06-21 11:50:33,2025-06-21 15:50:33,2025-06-21,2025-06,Post-return inspection after 60 uses,10.0,4.0,206.65,14,87,0.1149
MAINT-00554,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-21 11:58:56,2025-06-22 11:58:56,2025-06-21,2025-06,Post-return repair after 68 uses,13.34,24.0,195.7,13,116,0.115
MAINT-00551,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-21 12:03:24,2025-06-22 12:03:24,2025-06-21,2025-06,Post-return repair after 65 uses,11.59,24.0,207.29,14,116,0.0999
MAINT-00521,BOX-00072,RFID-BOS-072,MEDIUM,CLEANING,2025-06-21 12:04:06,2025-06-21 14:04:06,2025-06-21,2025-06,Post-return cleaning after 40 uses,2.5,2.0,254.96,14,50,0.05
MAINT-00543,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-21 12:04:14,2025-06-21 14:04:14,2025-06-21,2025-06,Post-return cleaning after 50 uses,2.5,2.0,209.15,15,87,0.0287
MAINT-00556,BOX-00077,RFID-BOS-077,MEDIUM,REPAIR,2025-06-21 12:16:58,2025-06-22 12:16:58,2025-06-21,2025-06,Post-return repair after 63 uses,11.76,24.0,220.91,16,87,0.1352
MAINT-00530,BOX-00072,RFID-BOS-072,MEDIUM,INSPECTION,2025-06-21 12:36:16,2025-06-21 16:36:16,2025-06-21,2025-06,Post-return inspection after 45 uses,10.0,4.0,264.96,15,50,0.2
MAINT-00555,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-21 12:41:11,2025-06-21 14:41:11,2025-06-21,2025-06,Post-return cleaning after 65 uses,2.5,2.0,79.94,11,83,0.0301
MAINT-00568,BOX-00073,RFID-BOS-073,MEDIUM,REPAIR,2025-06-21 12:57:55,2025-06-22 12:57:55,2025-06-21,2025-06,Post-return repair after 80 uses,42.43,24.0,122.37,12,83,0.5112
MAINT-00423,BOX-00057,RFID-BOS-057,MEDIUM,REPAIR,2025-06-21 13:03:47,2025-06-22 13:03:47,2025-06-21,2025-06,Post-return repair after 11 uses,33.41,24.0,71.24,7,37,0.903
MAINT-00547,BOX-00069,RFID-BOS-069,MEDIUM,INSPECTION,2025-06-21 13:12:12,2025-06-21 17:12:12,2025-06-21,2025-06,Post-return inspection after 60 uses,10.0,4.0,217.29,15,116,0.0862
MAINT-00464,BOX-00057,RFID-BOS-057,MEDIUM,CLEANING,2025-06-21 13:15:13,2025-06-21 15:15:13,2025-06-21,2025-06,Post-return cleaning after 20 uses,2.5,2.0,73.74,8,37,0.0676
MAINT-00538,BOX-00073,RFID-BOS-073,MEDIUM,REPAIR,2025-06-21 13:31:13,2025-06-22 13:31:13,2025-06-21,2025-06,Post-return repair after 48 uses,41.87,24.0,164.24,13,83,0.5045
MAINT-00478,BOX-00076,RFID-BOS-076,MEDIUM,CLEANING,2025-06-21 13:45:05,2025-06-21 15:45:05,2025-06-21,2025-06,Post-return cleaning after 20 uses,2.5,2.0,25.38,6,27,0.0926
MAINT-00537,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-21 14:01:40,2025-06-22 14:01:40,2025-06-21,2025-06,Post-return repair after 51 uses,39.17,24.0,256.46,16,116,0.3377
MAINT-00533,BOX-00078,RFID-BOS-078,MEDIUM,CLEANING,2025-06-21 14:16:35,2025-06-21 16:16:35,2025-06-21,2025-06,Post-return cleaning after 40 uses,2.5,2.0,58.95,9,65,0.0385
MAINT-00546,BOX-00078,RFID-BOS-078,MEDIUM,CLEANING,2025-06-21 14:49:04,2025-06-21 16:49:04,2025-06-21,2025-06,Post-return cleaning after 50 uses,2.5,2.0,61.45,10,65,0.0385
MAINT-00548,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-21 15:06:49,2025-06-21 17:06:49,2025-06-21,2025-06,Post-return cleaning after 55 uses,2.5,2.0,223.41,17,87,0.0287
MAINT-00522,BOX-00078,RFID-BOS-078,MEDIUM,REPAIR,2025-06-21 15:15:16,2025-06-22 15:15:16,2025-06-21,2025-06,Post-return repair after 34 uses,6.29,24.0,67.74,11,65,0.0968
MAINT-00529,BOX-00080,RFID-BOS-080,MEDIUM,CLEANING,2025-06-21 16:22:24,2025-06-21 18:22:24,2025-06-21,2025-06,Post-return cleaning after 35 uses,2.5,2.0,30.0,6,37,0.0676
MAINT-00531,BOX-00073,RFID-BOS-073,MEDIUM,INSPECTION,2025-06-21 16:26:24,2025-06-21 20:26:24,2025-06-21,2025-06,Post-return inspection after 45 uses,10.0,4.0,174.24,14,83,0.1205
MAINT-00513,BOX-00007,RFID-BOS-007,MEDIUM,INSPECTION,2025-06-21 18:28:25,2025-06-21 22:28:25,2025-06-21,2025-06,Post-return inspection after 45 uses,10.0,4.0,77.81,11,47,0.2128
MAINT-00570,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-22 08:59:13,2025-06-22 10:59:13,2025-06-22,2025-06,Post-return cleaning after 80 uses,2.5,2.0,225.91,18,87,0.0287
MAINT-00427,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-22 09:21:23,2025-06-22 11:21:23,2025-06-22,2025-06,Post-return cleaning after 10 uses,2.5,2.0,258.96,17,116,0.0216
MAINT-00503,BOX-00025,RFID-BOS-025,MEDIUM,CLEANING,2025-06-22 09:51:59,2025-06-22 11:51:59,2025-06-22,2025-06,Post-return cleaning after 40 uses,2.5,2.0,104.88,9,41,0.061
MAINT-00572,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-22 10:12:02,2025-06-23 10:12:02,2025-06-22,2025-06,Post-return repair after 89 uses,46.38,24.0,305.34,18,116,0.3998
MAINT-00540,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-22 10:37:28,2025-06-22 12:37:28,2025-06-22,2025-06,Post-return cleaning after 50 uses,2.5,2.0,176.74,15,83,0.0301
MAINT-00494,BOX-00040,RFID-BOS-040,MEDIUM,CLEANING,2025-06-22 11:09:04,2025-06-22 13:09:04,2025-06-22,2025-06,Post-return cleaning after 35 uses,2.5,2.0,116.06,9,39,0.0641
MAINT-00569,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-22 11:54:37,2025-06-22 13:54:37,2025-06-22,2025-06,Post-return cleaning after 85 uses,2.5,2.0,307.84,19,116,0.0216
MAINT-00404,BOX-00037,RFID-BOS-037,SMALL,INSPECTION,2025-06-22 12:24:46,2025-06-22 16:24:46,2025-06-22,2025-06,Post-return inspection after 75 uses,10.0,4.0,272.63,24,97,0.1031
MAINT-00573,BOX-00069,RFID-BOS-069,MEDIUM,INSPECTION,2025-06-22 12:49:54,2025-06-22 16:49:54,2025-06-22,2025-06,Post-return inspection after 90 uses,10.0,4.0,317.84,20,116,0.0862
MAINT-00559,BOX-00073,RFID-BOS-073,MEDIUM,REPAIR,2025-06-22 13:22:28,2025-06-23 13:22:28,2025-06-22,2025-06,Post-return repair after 67 uses,46.26,24.0,223.0,16,83,0.5573
MAINT-00550,BOX-00078,RFID-BOS-078,MEDIUM,CLEANING,2025-06-22 13:25:08,2025-06-22 15:25:08,2025-06-22,2025-06,Post-return cleaning after 55 uses,2.5,2.0,70.24,12,65,0.0385
MAINT-00574,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-22 13:30:25,2025-06-22 15:30:25,2025-06-22,2025-06,Post-return cleaning after 85 uses,2.5,2.0,228.41,19,87,0.0287
MAINT-00576,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-22 13:47:04,2025-06-23 13:47:04,2025-06-22,2025-06,Post-return repair after 99 uses,32.34,24.0,350.18,21,116,0.2788
MAINT-00410,BOX-00055,RFID-BOS-055,SMALL,REPAIR,2025-06-22 13:47:57,2025-06-23 13:47:57,2025-06-22,2025-06,Post-return repair after 77 uses,19.42,24.0,277.17,24,88,0.2207
MAINT-00563,BOX-00069,RFID-BOS-069,MEDIUM,INSPECTION,2025-06-22 14:00:47,2025-06-22 18:00:47,2025-06-22,2025-06,Post-return inspection after 75 uses,10.0,4.0,360.18,22,116,0.0862
MAINT-00565,BOX-00073,RFID-BOS-073,MEDIUM,INSPECTION,2025-06-22 14:15:19,2025-06-22 18:15:19,2025-06-22,2025-06,Post-return inspection after 75 uses,10.0,4.0,233.0,17,83,0.1205
MAINT-00491,BOX-00057,RFID-BOS-057,MEDIUM,INSPECTION,2025-06-22 14:42:21,2025-06-22 18:42:21,2025-06-22,2025-06,Post-return inspection after 30 uses,10.0,4.0,83.74,9,37,0.2703
MAINT-00575,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-22 15:01:13,2025-06-22 17:01:13,2025-06-22,2025-06,Post-return cleaning after 95 uses,2.5,2.0,362.68,23,116,0.0216
MAINT-00561,BOX-00077,RFID-BOS-077,MEDIUM,REPAIR,2025-06-22 15:56:18,2025-06-23 15:56:18,2025-06-22,2025-06,Post-return repair after 66 uses,46.95,24.0,275.36,20,87,0.5397
MAINT-00528,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-23 09:10:47,2025-06-23 11:10:47,2025-06-23,2025-06,Post-return cleaning after 40 uses,2.5,2.0,277.86,21,87,0.0287
MAINT-00535,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-23 09:46:44,2025-06-23 11:46:44,2025-06-23,2025-06,Post-return cleaning after 50 uses,2.5,2.0,365.18,24,116,0.0216
MAINT-00558,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-23 10:02:37,2025-06-23 12:02:37,2025-06-23,2025-06,Post-return cleaning after 70 uses,2.5,2.0,367.68,25,116,0.0216
MAINT-00562,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-23 10:17:31,2025-06-23 12:17:31,2025-06-23,2025-06,Post-return cleaning after 70 uses,2.5,2.0,235.5,18,83,0.0301
MAINT-00580,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-23 10:25:53,2025-06-23 12:25:53,2025-06-23,2025-06,Post-return cleaning after 115 uses,2.5,2.0,370.18,26,116,0.0216
MAINT-00578,BOX-00069,RFID-BOS-069,MEDIUM,INSPECTION,2025-06-23 11:24:47,2025-06-23 15:24:47,2025-06-23,2025-06,Post-return inspection after 105 uses,10.0,4.0,380.18,27,116,0.0862
MAINT-00586,BOX-00001,RFID-BOS-001,LARGE,CLEANING,2025-06-23 11:28:17,2025-06-23 13:28:17,2025-06-23,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,6,0.4167
MAINT-00584,BOX-00012,RFID-BOS-012,LARGE,REPAIR,2025-06-23 11:44:11,2025-06-24 11:44:11,2025-06-23,2025-06,Post-return repair after 4 uses,20.96,24.0,20.96,1,82,0.2556
MAINT-00449,BOX-00057,RFID-BOS-057,MEDIUM,REPAIR,2025-06-23 11:55:42,2025-06-24 11:55:42,2025-06-23,2025-06,Post-return repair after 16 uses,29.18,24.0,112.92,10,37,0.7886
MAINT-00581,BOX-00018,RFID-BOS-018,LARGE,REPAIR,2025-06-23 12:04:10,2025-06-24 12:04:10,2025-06-23,2025-06,Post-return repair after 1 uses,43.4,24.0,43.4,1,27,1.6074
MAINT-00571,BOX-00069,RFID-BOS-069,MEDIUM,REPAIR,2025-06-23 12:06:25,2025-06-24 12:06:25,2025-06-23,2025-06,Post-return repair after 86 uses,15.45,24.0,395.63,28,116,0.1332
MAINT-00597,BOX-00051,RFID-BOS-051,LARGE,CLEANING,2025-06-23 12:28:55,2025-06-23 14:28:55,2025-06-23,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,20,0.125
MAINT-00611,BOX-00051,RFID-BOS-051,LARGE,CLEANING,2025-06-23 12:44:28,2025-06-23 14:44:28,2025-06-23,2025-06,Post-return cleaning after 10 uses,2.5,2.0,5.0,2,20,0.125
MAINT-00577,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-23 12:52:02,2025-06-23 14:52:02,2025-06-23,2025-06,Post-return cleaning after 100 uses,2.5,2.0,398.13,29,116,0.0216
MAINT-00594,BOX-00018,RFID-BOS-018,LARGE,CLEANING,2025-06-23 13:20:12,2025-06-23 15:20:12,2025-06-23,2025-06,Post-return cleaning after 5 uses,2.5,2.0,45.9,2,27,0.0926
MAINT-00592,BOX-00051,RFID-BOS-051,LARGE,REPAIR,2025-06-23 14:40:46,2025-06-24 14:40:46,2025-06-23,2025-06,Post-return repair after 4 uses,28.9,24.0,33.9,3,20,1.445
MAINT-00582,BOX-00001,RFID-BOS-001,LARGE,REPAIR,2025-06-23 14:51:32,2025-06-24 14:51:32,2025-06-23,2025-06,Post-return repair after 2 uses,41.29,24.0,43.79,2,6,6.8817
MAINT-00579,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-23 15:49:00,2025-06-23 17:49:00,2025-06-23,2025-06,Post-return cleaning after 110 uses,2.5,2.0,400.63,30,116,0.0216
MAINT-00634,BOX-00036,RFID-BOS-036,LARGE,CLEANING,2025-06-24 09:20:55,2025-06-24 11:20:55,2025-06-24,2025-06,Post-return cleaning after 20 uses,2.5,2.0,2.5,1,28,0.0893
MAINT-00593,BOX-00017,RFID-BOS-017,LARGE,CLEANING,2025-06-24 10:01:54,2025-06-24 12:01:54,2025-06-24,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,94,0.0266
MAINT-00630,BOX-00012,RFID-BOS-012,LARGE,REPAIR,2025-06-24 10:40:18,2025-06-25 10:40:18,2025-06-24,2025-06,Post-return repair after 21 uses,11.85,24.0,32.81,2,82,0.1445
MAINT-00598,BOX-00059,RFID-BOS-059,LARGE,CLEANING,2025-06-24 10:41:17,2025-06-24 12:41:17,2025-06-24,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,73,0.0342
MAINT-00595,BOX-00021,RFID-BOS-021,LARGE,CLEANING,2025-06-24 10:48:22,2025-06-24 12:48:22,2025-06-24,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,10,0.25
MAINT-00626,BOX-00012,RFID-BOS-012,LARGE,CLEANING,2025-06-24 10:50:25,2025-06-24 12:50:25,2025-06-24,2025-06,Post-return cleaning after 20 uses,2.5,2.0,35.31,3,82,0.0305
MAINT-00590,BOX-00014,RFID-BOS-014,LARGE,CLEANING,2025-06-24 11:01:08,2025-06-24 13:01:08,2025-06-24,2025-06,Post-return cleaning after 5 uses,2.5,2.0,2.5,1,48,0.0521
MAINT-00601,BOX-00021,RFID-BOS-021,LARGE,REPAIR,2025-06-24 11:03:31,2025-06-25 11:03:31,2025-06-24,2025-06,Post-return repair after 7 uses,41.54,24.0,44.04,2,10,4.154
MAINT-00596,BOX-00036,RFID-BOS-036,LARGE,CLEANING,2025-06-24 11:06:25,2025-06-24 13:06:25,2025-06-24,2025-06,Post-return cleaning after 5 uses,2.5,2.0,5.0,2,28,0.0893
MAINT-00603,BOX-00009,RFID-BOS-009,LARGE,CLEANING,2025-06-24 11:23:56,2025-06-24 13:23:56,2025-06-24,2025-06,Post-return cleaning after 10 uses,2.5,2.0,2.5,1,16,0.1563
MAINT-00602,BOX-00002,RFID-BOS-002,LARGE,CLEANING,2025-06-24 11:30:54,2025-06-24 13:30:54,2025-06-24,2025-06,Post-return cleaning after 10 uses,2.5,2.0,2.5,1,91,0.0275
MAINT-00606,BOX-00015,RFID-BOS-015,LARGE,CLEANING,2025-06-24 11:36:42,2025-06-24 13:36:42,2025-06-24,2025-06,Post-return cleaning after 10 uses,2.5,2.0,2.5,1,83,0.0301
MAINT-00588,BOX-00009,RFID-BOS-009,LARGE,CLEANING,2025-06-24 11:56:11,2025-06-24 13:56:11,2025-06-24,2025-06,Post-return cleaning after 5 uses,2.5,2.0,5.0,2,16,0.1563
MAINT-00610,BOX-00036,RFID-BOS-036,LARGE,CLEANING,2025-06-24 12:14:34,2025-06-24 14:14:34,2025-06-24,2025-06,Post-return cleaning after 10 uses,2.5,2.0,7.5,3,28,0.0893
MAINT-00564,BOX-00077,RFID-BOS-077,MEDIUM,CLEANING,2025-06-24 12:20:50,2025-06-24 14:20:50,2025-06-24,2025-06,Post-return cleaning after 70 uses,2.5,2.0,280.36,22,87,0.0287
MAINT-00618,BOX-00015,RFID-BOS-015,LARGE,INSPECTION,2025-06-24 12:38:51,2025-06-24 16:38:51,2025-06-24,2025-06,Post-return inspection after 15 uses,10.0,4.0,12.5,2,83,0.1205
MAINT-00587,BOX-00002,RFID-BOS-002,LARGE,CLEANING,2025-06-24 12:48:24,2025-06-24 14:48:24,2025-06-24,2025-06,Post-return cleaning after 5 uses,2.5,2.0,5.0,2,91,0.0275
MAINT-00604,BOX-00012,RFID-BOS-012,LARGE,CLEANING,2025-06-24 13:10:39,2025-06-24 15:10:39,2025-06-24,2025-06,Post-return cleaning after 10 uses,2.5,2.0,37.81,4,82,0.0305
MAINT-00609,BOX-00018,RFID-BOS-018,LARGE,CLEANING,2025-06-24 13:10:49,2025-06-24 15:10:49,2025-06-24,2025-06,Post-return cleaning after 10 uses,2.5,2.0,48.4,3,27,0.0926
MAINT-00607,BOX-00018,RFID-BOS-018,LARGE,REPAIR,2025-06-24 13:15:59,2025-06-25 13:15:59,2025-06-24,2025-06,Post-return repair after 9 uses,17.08,24.0,65.48,4,27,0.6326
MAINT-00605,BOX-00014,RFID-BOS-014,LARGE,REPAIR,2025-06-24 13:24:49,2025-06-25 13:24:49,2025-06-24,2025-06,Post-return repair after 10 uses,44.34,24.0,46.84,2,48,0.9238
MAINT-00600,BOX-00014,RFID-BOS-014,LARGE,REPAIR,2025-06-24 13:54:35,2025-06-25 13:54:35,2025-06-24,2025-06,Post-return repair after 7 uses,7.12,24.0,53.96,3,48,0.1483
MAINT-00585,BOX-00014,RFID-BOS-014,LARGE,REPAIR,2025-06-24 14:06:42,2025-06-25 14:06:42,2025-06-24,2025-06,Post-return repair after 4 uses,10.3,24.0,64.26,4,48,0.2146
MAINT-00435,BOX-00073,RFID-BOS-073,MEDIUM,CLEANING,2025-06-24 15:58:02,2025-06-24 17:58:02,2025-06-24,2025-06,Post-return cleaning after 10 uses,2.5,2.0,238.0,19,83,0.0301
MAINT-00566,BOX-00069,RFID-BOS-069,MEDIUM,CLEANING,2025-06-24 16:26:18,2025-06-24 18:26:18,2025-06-24,2025-06,Post-return cleaning after 80 uses,2.5,2.0,403.13,31,116,0.0216
MAINT-00633,BOX-00018,RFID-BOS-018,LARGE,CLEANING,2025-06-24 16:27:31,2025-06-24 18:27:31,2025-06-24,2025-06,Post-return cleaning after 20 uses,2.5,2.0,67.98,5,27,0.0926
MAINT-00647,BOX-00012,RFID-BOS-012,LARGE,REPAIR,2025-06-25 09:37:30,2025-06-26 09:37:30,2025-06-25,2025-06,Post-return repair after 28 uses,7.76,24.0,45.57,5,82,0.0946
MAINT-00625,BOX-00002,RFID-BOS-002,LARGE,CLEANING,2025-06-25 09:44:41,2025-06-25 11:44:41,2025-06-25,2025-06,Post-return cleaning after 20 uses,2.5,2.0,7.5,3,91,0.0275
MAINT-00642,BOX-00015,RFID-BOS-015,LARGE,REPAIR,2025-06-25 09:56:23,2025-06-26 09:56:23,2025-06-25,2025-06,Post-return repair after 26 uses,28.66,24.0,41.16,3,83,0.3453
MAINT-00623,BOX-00059,RFID-BOS-059,LARGE,INSPECTION,2025-06-25 11:40:22,2025-06-25 15:40:22,2025-06-25,2025-06,Post-return inspection after 15 uses,10.0,4.0,12.5,2,73,0.137
MAINT-00615,BOX-00009,RFID-BOS-009,LARGE,INSPECTION,2025-06-25 11:48:52,2025-06-25 15:48:52,2025-06-25,2025-06,Post-return inspection after 15 uses,10.0,4.0,15.0,3,16,0.625
MAINT-00620,BOX-00018,RFID-BOS-018,LARGE,INSPECTION,2025-06-25 11:52:27,2025-06-25 15:52:27,2025-06-25,2025-06,Post-return inspection after 15 uses,10.0,4.0,77.98,6,27,0.3704
MAINT-00505,BOX-00078,RFID-BOS-078,MEDIUM,CLEANING,2025-06-25 12:02:18,2025-06-25 14:02:18,2025-06-25,2025-06,Post-return cleaning after 25 uses,2.5,2.0,72.74,13,65,0.0385
MAINT-00612,BOX-00059,RFID-BOS-059,LARGE,CLEANING,2025-06-25 12:58:51,2025-06-25 14:58:51,2025-06-25,2025-06,Post-return cleaning after 10 uses,2.5,2.0,15.0,3,73,0.0342
MAINT-00632,BOX-00017,RFID-BOS-017,LARGE,CLEANING,2025-06-25 13:35:23,2025-06-25 15:35:23,2025-06-25,2025-06,Post-return cleaning after 20 uses,2.5,2.0,5.0,2,94,0.0266
MAINT-00652,BOX-00014,RFID-BOS-014,LARGE,INSPECTION,2025-06-25 13:36:23,2025-06-25 17:36:23,2025-06-25,2025-06,Post-return inspection after 30 uses,10.0,4.0,74.26,5,48,0.2083
MAINT-00621,BOX-00036,RFID-BOS-036,LARGE,INSPECTION,2025-06-25 14:03:13,2025-06-25 18:03:13,2025-06-25,2025-06,Post-return inspection after 15 uses,10.0,4.0,17.5,4,28,0.3571
MAINT-00616,BOX-00012,RFID-BOS-012,LARGE,REPAIR,2025-06-25 14:04:40,2025-06-26 14:04:40,2025-06-25,2025-06,Post-return repair after 15 uses,46.15,24.0,91.72,6,82,0.5628
MAINT-00629,BOX-00059,RFID-BOS-059,LARGE,REPAIR,2025-06-25 14:22:05,2025-06-26 14:22:05,2025-06-25,2025-06,Post-return repair after 19 uses,38.43,24.0,53.43,4,73,0.5264
MAINT-00583,BOX-00001,RFID-BOS-001,LARGE,REPAIR,2025-06-25 14:56:25,2025-06-26 14:56:25,2025-06-25,2025-06,Post-return repair after 4 uses,37.74,24.0,81.53,3,6,6.29
MAINT-00631,BOX-00015,RFID-BOS-015,LARGE,REPAIR,2025-06-25 15:03:46,2025-06-26 15:03:46,2025-06-25,2025-06,Post-return repair after 21 uses,25.39,24.0,66.55,4,83,0.3059
MAINT-00619,BOX-00017,RFID-BOS-017,LARGE,INSPECTION,2025-06-25 15:38:26,2025-06-25 19:38:26,2025-06-25,2025-06,Post-return inspection after 15 uses,10.0,4.0,15.0,3,94,0.1064
MAINT-00617,BOX-00014,RFID-BOS-014,LARGE,INSPECTION,2025-06-25 16:49:00,2025-06-25 20:49:00,2025-06-25,2025-06,Post-return inspection after 15 uses,10.0,4.0,84.26,6,48,0.2083
MAINT-00667,BOX-00014,RFID-BOS-014,LARGE,CLEANING,2025-06-26 09:01:26,2025-06-26 11:01:26,2025-06-26,2025-06,Post-return cleaning after 40 uses,2.5,2.0,86.76,7,48,0.0521
MAINT-00659,BOX-00014,RFID-BOS-014,LARGE,CLEANING,2025-06-26 09:14:40,2025-06-26 11:14:40,2025-06-26,2025-06,Post-return cleaning after 35 uses,2.5,2.0,89.26,8,48,0.0521
MAINT-00668,BOX-00015,RFID-BOS-015,LARGE,CLEANING,2025-06-26 09:35:37,2025-06-26 11:35:37,2025-06-26,2025-06,Post-return cleaning after 40 uses,2.5,2.0,69.05,5,83,0.0301
MAINT-00637,BOX-00015,RFID-BOS-015,LARGE,REPAIR,2025-06-26 09:37:05,2025-06-27 09:37:05,2025-06-26,2025-06,Post-return repair after 24 uses,36.51,24.0,105.56,6,83,0.4399
MAINT-00687,BOX-00012,RFID-BOS-012,LARGE,REPAIR,2025-06-26 09:59:12,2025-06-27 09:59:12,2025-06-26,2025-06,Post-return repair after 55 uses,49.55,24.0,141.27,7,82,0.6043
